well_plate,phosphate_concentration,population,cell_count,file_name,path,well,plate,date_time,RFU,plate_key,acclimation_level,p,phosphate_level,multitron,slot,population_new_color,start_time,days,size,ancestor_id,treatment,note,cells_per_ml
F07_21,10,cc1690,506,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate21_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,21,2019-05-28T10:18:43Z,48.100000000000001,3,HP,P,7,4,17,no,2019-05-27T08:43:31Z,1.066111111111111,48.1,cc1690,none,NA,140803.97924289163
B07_22,20,11,725,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,22,2019-05-24T10:23:43Z,46.700000000000003,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,46.7,anc4,N,NA,201744.8319191629
C07_22,20,11,683,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,22,2019-05-24T10:23:43Z,45.200000000000003,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,45.2,anc4,N,NA,190057.54510453556
D07_22,20,32,544,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,22,2019-05-24T10:23:43Z,48.399999999999999,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,48.4,cc1690,S,NA,151378.1911227926
E07_22,20,anc5,603,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,22,2019-05-24T10:23:43Z,46.100000000000001,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,46.1,anc5,none,NA,167796.04641000723
F07_22,20,32,564,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,22,2019-05-24T10:23:43Z,50.200000000000003,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,50.2,cc1690,S,NA,156943.56579642466
B07_23,20,27,355,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,23,2019-05-27T16:33:57Z,59,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,59,anc3,N,NA,98785.40045696944
C07_23,20,27,404,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,23,2019-05-27T16:33:57Z,51.5,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,51.5,anc3,N,NA,112420.56840736803
D07_23,20,35,695,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,23,2019-05-27T16:33:57Z,54.100000000000001,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,54.1,anc4,BS,NA,193396.7699087148
E07_23,20,17,2512,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,23,2019-05-27T16:33:57Z,40.899999999999999,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,40.9,anc2,P,NA,699011.0590081894
F07_23,20,35,666,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,23,2019-05-27T16:33:57Z,55.600000000000001,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,55.6,anc4,BS,NA,185326.9766319483
B07_24,20,anc3,1025,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,24,2019-05-27T12:17:48Z,43.299999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,43.3,anc3,none,NA,285225.4520236441
C07_24,20,7,791,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,24,2019-05-27T12:17:48Z,51.100000000000001,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,51.1,anc3,B,NA,220110.5683421488
D07_24,20,anc3,1051,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,24,2019-05-27T12:17:48Z,41.799999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,41.8,anc3,none,NA,292460.43909936585
E07_24,20,15,1424,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,24,2019-05-27T12:17:48Z,44.799999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,44.8,anc4,S,NA,396254.67676260415
F07_24,20,cc1690,694,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,24,2019-05-27T12:17:48Z,45.600000000000001,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,45.6,cc1690,none,NA,193118.5011750332
B07_25,35,11,705,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,25,2019-05-27T12:52:46Z,50.399999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,50.4,anc4,N,NA,196179.45724553085
C07_25,35,11,743,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,25,2019-05-27T12:52:46Z,47.299999999999997,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,47.3,anc4,N,NA,206753.6691254318
D07_25,35,32,843,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,25,2019-05-27T12:52:46Z,49.899999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,49.9,cc1690,S,NA,234580.5424935922
E07_25,35,anc5,685,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,25,2019-05-27T12:52:46Z,51.700000000000003,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,51.7,anc5,none,NA,190614.08257189876
F07_25,35,32,768,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,25,2019-05-27T12:52:46Z,51.899999999999999,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,51.9,cc1690,S,NA,213710.38746747188
B07_26,35,27,474,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,26,2019-05-27T15:47:22Z,80.5,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,80.5,anc3,N,NA,131899.37976508032
C07_26,35,27,529,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,26,2019-05-27T15:47:22Z,79.400000000000006,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,79.4,anc3,N,NA,147204.16011756854
D07_26,35,35,614,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,26,2019-05-27T15:47:22Z,56.5,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,56.5,anc4,BS,NA,170857.0024805049
E07_26,35,17,2184,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,26,2019-05-27T15:47:22Z,38.799999999999997,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,38.8,anc2,P,NA,607738.9143606232
F07_26,35,35,509,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,26,2019-05-27T15:47:22Z,63.299999999999997,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,63.3,anc4,BS,NA,141638.78544393645
B07_27,35,anc3,1182,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,27,2019-05-24T10:00:21Z,47.799999999999997,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,47.8,anc3,none,NA,328913.64321165596
C07_27,35,7,658,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,27,2019-05-24T10:00:21Z,45.899999999999999,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,45.9,anc3,B,NA,183100.82676249545
D07_27,35,anc3,1063,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,27,2019-05-24T10:00:21Z,43.700000000000003,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,43.7,anc3,none,NA,295799.66390354506
E07_27,35,15,1883,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,27,2019-05-24T10:00:21Z,44.399999999999999,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,44.4,anc4,S,NA,523980.0255224604
F07_27,35,cc1690,1044,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,27,2019-05-24T10:00:21Z,50.700000000000003,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,50.7,cc1690,none,NA,290512.5579635946
B07_28,50,11,1275,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,28,2019-05-24T08:57:56Z,47.200000000000003,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,47.2,anc4,N,NA,354792.6354440451
C07_28,50,11,880,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,28,2019-05-24T08:57:56Z,50,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,50,anc4,N,NA,244876.48563981155
D07_28,50,32,1150,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,28,2019-05-24T08:57:56Z,50.399999999999999,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,50.4,cc1690,S,NA,320009.04373384465
E07_28,50,anc5,1106,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,28,2019-05-24T08:57:56Z,50.899999999999999,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,50.9,anc5,none,NA,307765.21945185406
F07_28,50,32,1518,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,28,2019-05-24T08:57:56Z,50.399999999999999,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,50.4,cc1690,S,NA,422411.9377286749
B07_29,50,27,683,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,29,2019-05-28T09:55:14Z,56,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,56,anc3,N,NA,190057.54510453556
C07_29,50,27,398,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,29,2019-05-28T09:55:14Z,48.600000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,48.6,anc3,N,NA,110750.95600527841
D07_29,50,35,1121,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,29,2019-05-28T09:55:14Z,45.5,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,45.5,anc4,BS,NA,311939.2504570781
E07_29,50,17,2764,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,29,2019-05-28T09:55:14Z,37,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,37,anc2,P,NA,769134.7798959536
F07_29,50,35,1263,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,29,2019-05-28T09:55:14Z,51.100000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,51.1,anc4,BS,NA,351453.4106398659
B07_3,0.5,anc3,286,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,3,2019-05-27T09:06:45Z,93.400000000000006,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,93.4,anc3,none,NA,79584.85783293875
C07_3,0.5,7,239,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,3,2019-05-27T09:06:45Z,91.900000000000006,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,91.9,anc3,B,NA,66506.22734990336
D07_3,0.5,anc3,177,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,3,2019-05-27T09:06:45Z,79.799999999999997,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,79.8,anc3,none,NA,49253.56586164391
E07_3,0.5,15,245,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,3,2019-05-27T09:06:45Z,79.900000000000006,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,79.9,anc4,S,NA,68175.83975199299
F07_3,0.5,cc1690,275,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,3,2019-05-27T09:06:45Z,87,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,87,cc1690,none,NA,76523.9017624411
B07_30,50,anc3,682,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,30,2019-05-28T09:08:46Z,48,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,48,anc3,none,NA,189779.27637085394
C07_30,50,7,547,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,30,2019-05-28T09:08:46Z,47.899999999999999,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,47.9,anc3,B,NA,152212.9973238374
D07_30,50,anc3,779,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,30,2019-05-28T09:08:46Z,57,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,57,anc3,none,NA,216771.34353796954
E07_30,50,15,955,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,30,2019-05-28T09:08:46Z,46.799999999999997,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,46.8,anc4,S,NA,265746.64066593186
F07_30,50,cc1690,542,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,30,2019-05-28T09:08:46Z,50,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,50,cc1690,none,NA,150821.6536554294
B07_4,1,11,407,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,4,2019-05-24T14:46:14Z,81.299999999999997,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,81.3,anc4,N,NA,113255.37460841284
C07_4,1,11,283,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,4,2019-05-24T14:46:14Z,111,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,111,anc4,N,NA,78750.05163189395
D07_4,1,32,566,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,4,2019-05-24T14:46:14Z,97.5,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,97.5,cc1690,S,NA,157500.1032637879
E07_4,1,anc5,579,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,4,2019-05-24T14:46:14Z,119,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,119,anc5,none,NA,161117.59680164873
F07_4,1,32,490,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,4,2019-05-24T14:46:14Z,95.799999999999997,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,95.8,cc1690,S,NA,136351.67950398597
B07_5,1,27,377,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,5,2019-05-28T14:13:23Z,92.299999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,92.3,anc3,N,NA,104907.31259796472
C07_5,1,27,498,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,5,2019-05-28T14:13:23Z,90.299999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,90.3,anc3,N,NA,138577.8293734388
D07_5,1,35,359,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,5,2019-05-28T14:13:23Z,87.299999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,87.3,anc4,BS,NA,99898.47539169584
E07_5,1,17,542,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,5,2019-05-28T14:13:23Z,71.799999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,71.8,anc2,P,NA,150821.6536554294
F07_5,1,35,464,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,5,2019-05-28T14:13:23Z,112,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,112,anc4,BS,NA,129116.69242826427
B07_6,1,anc3,715,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,6,2019-05-24T10:47:31Z,89.099999999999994,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,89.1,anc3,none,NA,198962.1445823469
C07_6,1,7,245,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,6,2019-05-24T10:47:31Z,108,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,108,anc3,B,NA,68175.83975199299
D07_6,1,anc3,273,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,6,2019-05-24T10:47:31Z,103,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,103,anc3,none,NA,75967.3642950779
E07_6,1,15,313,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,6,2019-05-24T10:47:31Z,91.299999999999997,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,91.3,anc4,S,NA,87098.11364234207
F07_6,1,cc1690,323,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,6,2019-05-24T10:47:31Z,100,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,100,cc1690,none,NA,89880.8009791581
B07_7,2,11,1283,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,7,2019-05-27T14:08:09Z,72.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,72.5,anc4,N,NA,357018.785313498
C07_7,2,11,417,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,7,2019-05-27T14:08:09Z,84.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,84.5,anc4,N,NA,116038.06194522888
D07_7,2,32,817,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,7,2019-05-27T14:08:09Z,87.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,87.5,cc1690,S,NA,227345.5554178705
E07_7,2,anc5,790,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,7,2019-05-27T14:08:09Z,84.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,84.5,anc5,none,NA,219832.29960846718
F07_7,2,32,707,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,7,2019-05-27T14:08:09Z,78.400000000000006,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,78.4,cc1690,S,NA,196735.99471289405
B07_8,2,27,520,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,8,2019-05-27T16:10:33Z,81.5,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,81.5,anc3,N,NA,144699.7415144341
C07_8,2,27,461,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,8,2019-05-27T16:10:33Z,81.799999999999997,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,81.8,anc3,N,NA,128281.88622721945
D07_8,2,35,602,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,8,2019-05-27T16:10:33Z,81.799999999999997,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,81.8,anc4,BS,NA,167517.77767632564
E07_8,2,17,956,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,8,2019-05-27T16:10:33Z,56.200000000000003,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,56.2,anc2,P,NA,266024.90939961345
F07_8,2,35,645,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,8,2019-05-27T16:10:33Z,81.900000000000006,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,81.9,anc4,BS,NA,179483.3332246346
B07_9,2,anc3,1511,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B07,9,2019-05-24T14:10:09Z,86.700000000000003,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,86.7,anc3,none,NA,420464.0565929037
C07_9,2,7,563,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C07,9,2019-05-24T14:10:09Z,78,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,78,anc3,B,NA,156665.29706274308
D07_9,2,anc3,833,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D07,9,2019-05-24T14:10:09Z,67.700000000000003,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,67.7,anc3,none,NA,231797.85515677615
E07_9,2,15,1042,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E07,9,2019-05-24T14:10:09Z,185,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,185,anc4,S,NA,289956.0204962314
F07_9,2,cc1690,859,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F07,9,2019-05-24T14:10:09Z,74.799999999999997,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,74.8,cc1690,none,NA,239032.84223249787
B08_1,0.5,anc5,231,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B08,1,2019-05-27T13:21:49Z,111,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,111,anc5,none,NA,64280.077480450534
D08_1,0.5,32,168,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate1_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D08,1,2019-05-27T13:21:49Z,95.200000000000003,1,LP,P,1,5,15,no,2019-05-24T09:36:16Z,3.1566319444444444,95.2,cc1690,S,NA,46749.147258509474
